DATE,STRATEGY,STOCK,SYMBOL,TARGET,STOP_LOSS,LOT,TYPE,OPEN_PRICE,OPEN_QTY,CLOSE_PRICE,CLOSE_QTY,DTE
24-Jun-2024,FUTURE,VOLTAS LTD,VOLTAS-27-JUN-2024,1520.0,1484.9,600,CLOSE,-1497.5,600,1515.0,600,3
24-Jun-2024,FUTURE,INDIAN ENERGY EXCHANGE LIMITED,INDEN-27-JUN-2024,187.0,182.45,3750,OPEN,-184.5,3750,182.45,3750,3
24-Jun-2024,FUTURE,JUBILANT FOODWORKS LIMITED,JUBFOO-27-JUN-2024,565.0,549.0,1250,OPEN,-555.0,1250,560.0,1250,3
24-Jun-2024,FUTURE,JUBILANT FOODWORKS LIMITED,JUBFOO-27-JUN-2024,565.0,549.0,1250,CLOSE,-555.0,1250,560.0,1250,3
25-Jun-2024,FUTURE,INDIAN ENERGY EXCHANGE LIMITED,INDEN-27-JUN-2024,187.0,182.45,3750,CLOSE,-184.5,3750,182.45,3750,3
25-Jun-2024,FUTURE,MAHANAGAR GAS LIMITED,MAHGAS-27-JUN-2024,1540.0,1489.9,400,OPEN,-1507.0,400,0.0,0,2
25-Jun-2024,FUTURE,IPCA LABORATORIES LTD,IPCLAB-27-JUN-2024,1100.0,1125.1,650,OPEN,1115.0,650,-1108.05,650,2
25-Jun-2024,FUTURE,IPCA LABORATORIES LTD,IPCLAB-27-JUN-2024,1100.0,1125.1,650,CLOSE,1115.0,650,-1108.05,650,2
25-Jun-2024,FUTURE,BATA INDIA LIMITED,BATIND-27-JUN-2024,1490.0,1458.0,375,OPEN,-1470.0,375,1465.0,375,2
25-Jun-2024,FUTURE,BATA INDIA LIMITED,BATIND-27-JUN-2024,1490.0,1458.0,375,CLOSE,-1470.0,375,1465.0,375,2
25-Jun-2024,FUTURE,MUTHOOT FINANCE LIMITED,MUTFIN-27-JUN-2024,1770.0,1738.9,550,OPEN,-1750.0,550,1770.0,550,2
25-Jun-2024,FUTURE,MUTHOOT FINANCE LIMITED,MUTFIN-27-JUN-2024,1770.0,1738.9,550,CLOSE,-1750.0,550,1770.0,550,2
25-Jun-2024,FUTURE,KOTAK MAHINDRA BANK LTD,KOTMAH-27-JUN-2024,1810.0,1776.0,400,OPEN,-1789.0,400,0.0,0,2
