security_id,symbol,name,series,tick_size,lot_size,instrument_type,segment,exchange
17022,MAWANASUG,Mawana Sugars,EQ,5,1,ES,E,NSE
7919,BYKE,The Byke Hospitality,EQ,5,1,ES,E,NSE
13496,PFOCUS,Prime Focus,EQ,5,1,ES,E,NSE
4745,BANKINDIA,Bank Of India,EQ,5,1,ES,E,NSE
3827,ZUARIIND,Zuari Industries,EQ,5,1,ES,E,NSE
8341,CALSOFT,California Software Co Lt,EQ,5,1,ES,E,NSE
1181,GODFRYPHLP,Godfrey Phillips,EQ,5,1,ES,E,NSE
11842,CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,EQ,5,1,ES,E,NSE
10415,MUTHOOTCAP,Muthoot Capital Services,EQ,5,1,ES,E,NSE
592,GRAPHITE,Graphite India,EQ,5,1,ES,E,NSE
13260,KEC,Kec International,EQ,5,1,ES,E,NSE
4422,INDIANCARD,Indian Card Clothing Co.,EQ,5,1,ES,E,NSE
15342,SHALPAINTS,Shalimar Paints,EQ,5,1,ES,E,NSE
5378,ASAHIINDIA,Asahi India Glass,EQ,5,1,ES,E,NSE
18889,KSL,Kalyani Steels,EQ,5,1,ES,E,NSE
21704,DCAL,Dishman Carbogen Amcis,EQ,5,1,ES,E,NSE
760,CGPOWER,CG Power & Ind.,EQ,5,1,ES,E,NSE
3149,BORORENEW,Borosil Renewables,EQ,5,1,ES,E,NSE
18365,PERSISTENT,Persistent Systems,EQ,5,1,ES,E,NSE
24225,RELAXO,Relaxo Footwears,EQ,5,1,ES,E,NSE
4992,SHARDACROP,Sharda Cropchem,EQ,5,1,ES,E,NSE
350,BANARISUG,Bannari Amman Sugars,EQ,5,1,ES,E,NSE
14485,THEMISMED,Themis Medicare,EQ,5,1,ES,E,NSE
3475,THERMAX,Thermax,EQ,5,1,ES,E,NSE
11522,NIITLTD,NIIT,EQ,5,1,ES,E,NSE
11654,LALPATHLAB,Dr. Lal Path Labs,EQ,5,1,ES,E,NSE
11165,COFFEEDAY,COFFEE DAY ENTERPRISE LTD,EQ,5,1,ES,E,NSE
2535,PGHH,P&G Hygiene & Health Care,EQ,5,1,ES,E,NSE
2972,ORIENTELEC,Orient Electric,EQ,5,1,ES,E,NSE
13501,ALLCARGO,Allcargo Logistics,EQ,5,1,ES,E,NSE
4843,SNOWMAN,Snowman Logistics,EQ,5,1,ES,E,NSE
13414,RSYSTEMS,R Sys International,EQ,5,1,ES,E,NSE
20159,ARIHANTSUP,Arihant Superstructures,EQ,5,1,ES,E,NSE
2144,BDL,Bharat Dynamics,EQ,5,1,ES,E,NSE
6713,MOLDTKPAC,Mold-Tek Packaging,EQ,5,1,ES,E,NSE
14445,NAHARPOLY,Nahar Poly Films,EQ,5,1,ES,E,NSE
3509,TNPETRO,Tamilnadu Petroproducts L,EQ,5,1,ES,E,NSE
2708,PRAKASH,Prakash Industries,EQ,5,1,ES,E,NSE
14319,TFL,Transwarranty Finance,EQ,5,1,ES,E,NSE
11782,EVEREADY,EVEREADY INDS. IND.  LTD.,EQ,5,1,ES,E,NSE
10794,CANBK,Canara Bank,EQ,5,1,ES,E,NSE
11265,TVSELECT,TVS Electronics,EQ,5,1,ES,E,NSE
20778,JAMNAAUTO,Jamna Auto Industries,EQ,5,1,ES,E,NSE
17270,ASPINWALL,Aspinwall & Co,EQ,5,1,ES,E,NSE
21154,ERIS,Eris Lifesciences,EQ,5,1,ES,E,NSE
10599,GUJGASLTD,Gujarat Gas,EQ,5,1,ES,E,NSE
14403,RAJTV,Raj Tv Network,EQ,5,1,ES,E,NSE
874,ASTRON,Astron Paper Bord Mil,EQ,5,1,ES,E,NSE
2397,SANDHAR,Sandhar Technologies,EQ,5,1,ES,E,NSE
27107,SPECIALITY,Speciality Rest,EQ,5,1,ES,E,NSE
3466,TFCILTD,Tourism Finance Corp,EQ,5,1,ES,E,NSE
1814,KPIL,Kalpataru projects international,EQ,5,1,ES,E,NSE
5610,ASTRAZEN,Astrazeneca Pharma,EQ,5,1,ES,E,NSE
11195,INDIGO,Interglobe Aviation,EQ,5,1,ES,E,NSE
25724,RUPA,Rupa & Company,EQ,5,1,ES,E,NSE
1348,HEROMOTOCO,Hero Motocorp,EQ,5,1,ES,E,NSE
3906,CAPLIPOINT,Caplin Point Laboratories,EQ,5,1,ES,E,NSE
3237,JTEKTINDIA,Jtekt India,EQ,5,1,ES,E,NSE
2049,CHENNPETRO,Chennai Petroleum,EQ,5,1,ES,E,NSE
220,IEX,Indian Energy Exchange,EQ,5,1,ES,E,NSE
11082,LIBAS,LIBAS CONSU PRODUCTS LTD,EQ,5,1,ES,E,NSE
14418,ASTRAL,Astral Poly Tech,EQ,5,1,ES,E,NSE
1164,NEWGEN,Newgen Software Tech,EQ,5,1,ES,E,NSE
20242,OBEROIRLTY,Oberoi Realty,EQ,5,1,ES,E,NSE
3607,UNIVCABLES,Universal Cables,EQ,5,1,ES,E,NSE
14977,POWERGRID,Power Grid,EQ,5,1,ES,E,NSE
3834,BHARATRAS,Bharat Rasayan,EQ,5,1,ES,E,NSE
20534,GRAVITA,Gravita India,EQ,5,1,ES,E,NSE
422,BHARATFORG,Bharat Forge,EQ,5,1,ES,E,NSE
20825,HUDCO,HUDCO,EQ,5,1,ES,E,NSE
1594,INFY,Infosys,EQ,5,1,ES,E,NSE
419,BEPL,Bhansali Polymers,EQ,5,1,ES,E,NSE
9819,HAVELLS,Havells India,EQ,5,1,ES,E,NSE
10557,NAVKARCORP,Navkar Corporation,EQ,5,1,ES,E,NSE
16863,LPDC,Landmark Pr.Dev.Co.Ltd,EQ,5,1,ES,E,NSE
14501,BALAMINES,Balaji Amines,EQ,5,1,ES,E,NSE
2085,MAHSCOOTER,Maharashtra Scooters,EQ,5,1,ES,E,NSE
474,3MINDIA,3M India,EQ,5,1,ES,E,NSE
20160,CANTABIL,Cantabil Retail India,EQ,5,1,ES,E,NSE
13761,BBL,Bharat Bijlee,EQ,5,1,ES,E,NSE
9158,BALAJITELE,Balaji Telefilms,EQ,5,1,ES,E,NSE
24184,PIIND,Pi Industries,EQ,5,1,ES,E,NSE
11999,FCSSOFT,Fcs Software Solutions Lt,EQ,5,1,ES,E,NSE
20776,BHAGYANGR,Bhagyanagar India,EQ,5,1,ES,E,NSE
27008,HEXATRADEX,HEXA TRADEX LIMITED,EQ,5,1,ES,E,NSE
9539,SAKAR,Sakar Healthcare,EQ,5,1,ES,E,NSE
1247,GSFC,Gujarat State Fertilizers,EQ,5,1,ES,E,NSE
3099,SHREDIGCEM,Shree Digvijay Cement,EQ,5,1,ES,E,NSE
357,NAM-INDIA,Nippon Life Asset Management,EQ,5,1,ES,E,NSE
20134,RAMKY,Ramky Infrastructure,EQ,5,1,ES,E,NSE
6066,ATGL,Adani Gas,EQ,5,1,ES,E,NSE
24403,ASHIANA,Ashiana Housing,EQ,5,1,ES,E,NSE
17520,RTNPOWER,Rattanindia Power,EQ,5,1,ES,E,NSE
4911,MADRASFERT,MADRAS FERTILISERS LTD,EQ,5,1,ES,E,NSE
13522,NECCLTD,North East Carry Corp,EQ,5,1,ES,E,NSE
14972,KSCL,Kaveri Seed Company,EQ,5,1,ES,E,NSE
1412,AGI,Agi Greenpac Limited,EQ,5,1,ES,E,NSE
31107,DBSTOCKBRO,DB (International) Stock,EQ,5,1,ES,E,NSE
13285,M&MFIN,Mahindra & Mahindra Fin. Serv,EQ,5,1,ES,E,NSE
24190,SYMPHONY,Symphony,EQ,5,1,ES,E,NSE
739,COROMANDEL,Coromandel International,EQ,5,1,ES,E,NSE
31181,MCX,Multi Commodity Exchange,EQ,5,1,ES,E,NSE
2496,ORIENTPPR,Orient Paper And Inds,EQ,5,1,ES,E,NSE
17659,UNIVPHOTO,Universus Imagings,EQ,5,1,ES,E,NSE
16959,ALKALI,Alkali Metals,EQ,5,1,ES,E,NSE
16927,JOCIL,Jocil,EQ,5,1,ES,E,NSE
27037,TBZ,Trib Bhimji Zaveri,EQ,5,1,ES,E,NSE
2307,MUNJALSHOW,Munjal Showa,EQ,5,1,ES,E,NSE
3405,TATACHEM,Tata Chemicals,EQ,5,1,ES,E,NSE
11394,ZOTA,Zota Health Care,EQ,5,1,ES,E,NSE
14732,DLF,DLF,EQ,5,1,ES,E,NSE
14618,CHEMBOND,Chembond Chemicals,EQ,5,1,ES,E,NSE
14329,SMSPHARMA,Sms Pharmaceuticals,EQ,5,1,ES,E,NSE
19111,NBIFIN,N.B.I. Ind. Fin. Co.,EQ,5,1,ES,E,NSE
24292,VSTTILLERS,Vst Tillers Tractors,EQ,5,1,ES,E,NSE
19585,BSE,BSE,EQ,5,1,ES,E,NSE
14848,ALPA,Alpa Laboratories,EQ,5,1,ES,E,NSE
4598,HERITGFOOD,Heritage Foods,EQ,5,1,ES,E,NSE
6227,DTIL,Dhunseri Tea & Industries,EQ,5,1,ES,E,NSE
7672,IMAGICAA,Adlabs Entertainment,EQ,5,1,ES,E,NSE
14134,PITTIENG,Pitti Engineering,EQ,5,1,ES,E,NSE
10637,OLECTRA,Olectra Greentech,EQ,5,1,ES,E,NSE
13162,CELEBRITY,Celebrity Fashions,EQ,5,1,ES,E,NSE
1919,KOPRAN,Kopran,EQ,5,1,ES,E,NSE
11975,RML,Rane (Madras),EQ,5,1,ES,E,NSE
1270,AMBUJACEM,Ambuja Cements,EQ,5,1,ES,E,NSE
3799,WSTCSTPAPR,West Coast Paper Mills,EQ,5,1,ES,E,NSE
17752,SHILPAMED,Shilpa Medicare,EQ,5,1,ES,E,NSE
3892,HATSUN,Hatsun Agro Product,EQ,5,1,ES,E,NSE
1205,GOODYEAR,GOODYEAR INDIA LIMITED,EQ,5,1,ES,E,NSE
21392,MAGADSUGAR,Magadh Sugar & Energy,EQ,5,1,ES,E,NSE
2562,HUHTAMAKI,Huhtamaki PPL,EQ,5,1,ES,E,NSE
637,CHAMBLFERT,Chambal Fertilizers,EQ,5,1,ES,E,NSE
7229,HCLTECH,HCL Technologies,EQ,5,1,ES,E,NSE
18908,PNBHOUSING,PNB Housing Finance,EQ,5,1,ES,E,NSE
212,ASHOKLEY,Ashok Leyland,EQ,5,1,ES,E,NSE
5475,GRSE,Garden Reach Shipbuilders,EQ,5,1,ES,E,NSE
12686,MBAPL,MADHYA BHARAT AGRO P. LTD,EQ,5,1,ES,E,NSE
937,ELGIEQUIP,Elgi Equipments,EQ,5,1,ES,E,NSE
24595,RUSHIL,Rushil Decor,EQ,5,1,ES,E,NSE
166,ANDHRAPAP,Andhra Paper,EQ,5,1,ES,E,NSE
3045,SBIN,State Bank Of India,EQ,5,1,ES,E,NSE
8954,TTML,Tata Teleservice Maharashtra,EQ,5,1,ES,E,NSE
144,GODREJAGRO,Godrej Agrovet,EQ,5,1,ES,E,NSE
10406,STEELCITY,Steel City Securities,EQ,5,1,ES,E,NSE
13587,ACE,Action Const Equip,EQ,5,1,ES,E,NSE
17704,QUESS,Quess Corp,EQ,5,1,ES,E,NSE
13147,PVRINOX,PVR INOX LIMITED,EQ,5,1,ES,E,NSE
3078,SHANTIGEAR,Shanthi Gears,EQ,5,1,ES,E,NSE
1639,TATASTLLP,Tata Steel Long Products,EQ,5,1,ES,E,NSE
7862,GEPIL,GE Power India,EQ,5,1,ES,E,NSE
4410,JAGSNPHARM,Jagsonpal Pharmaceuticals,EQ,5,1,ES,E,NSE
2963,SAIL,Steel Authority Of India,EQ,5,1,ES,E,NSE
703,DICIND,DIC,EQ,5,1,ES,E,NSE
3563,ADANIGREEN,Adani Green Energy,EQ,5,1,ES,E,NSE
11927,NECLIFE,Nectar Lifesciences,EQ,5,1,ES,E,NSE
24948,L&TFH,L&T Finance Holdings,EQ,5,1,ES,E,NSE
530,BPL,BPL LTD,EQ,5,1,ES,E,NSE
28913,ROSSELLIND,Rossell India,EQ,5,1,ES,E,NSE
1497,SHIVAMILLS,Shiva Mills,EQ,5,1,ES,E,NSE
14296,SEQUENT,Sequent Scientific,EQ,5,1,ES,E,NSE
14014,LUMAXTECH,Lumax Auto Technologies,EQ,5,1,ES,E,NSE
8825,PRIVISCL,Privi Speciality Chem,EQ,5,1,ES,E,NSE
3426,TATAPOWER,Tata Power,EQ,5,1,ES,E,NSE
2142,MFSL,Max Financial Services,EQ,5,1,ES,E,NSE
3963,GOCLCORP,GOCL Corp,EQ,5,1,ES,E,NSE
11223,UCOBANK,UCO Bank,EQ,5,1,ES,E,NSE
2181,BOSCHLTD,Bosch,EQ,5,1,ES,E,NSE
14592,FORTIS,Fortis Healthcare,EQ,5,1,ES,E,NSE
1338,SDBL,SOM DIST & BREW LTD,EQ,5,1,ES,E,NSE
513,BOMDYEING,Bombay Dyeing,EQ,5,1,ES,E,NSE
3387,SMLISUZU,Sml Isuzu,EQ,5,1,ES,E,NSE
20224,JWL,Jupiter Wagons,EQ,5,1,ES,E,NSE
6445,TECHNOE,Techno Elec & Eng Co.,EQ,5,1,ES,E,NSE
21238,AUBANK,Au Small Finance Bank,EQ,5,1,ES,E,NSE
9590,POLYCAB,Polycab India,EQ,5,1,ES,E,NSE
11699,PATELENG,Patel Engineering,EQ,5,1,ES,E,NSE
11287,UPL,UPL,EQ,5,1,ES,E,NSE
1455,HIL,HIL,EQ,5,1,ES,E,NSE
13598,SELAN,Selan Exploration Technol,EQ,5,1,ES,E,NSE
21113,BFINVEST,BF Investment,EQ,5,1,ES,E,NSE
4898,FDC,FDC,EQ,5,1,ES,E,NSE
817,DCW,DCW,EQ,5,1,ES,E,NSE
21119,KICL,Kalyani Investment Co,EQ,5,1,ES,E,NSE
18659,MARATHON,Marathon Nxtgen Realt,EQ,5,1,ES,E,NSE
8124,AJANTPHARM,Ajanta Pharma,EQ,5,1,ES,E,NSE
18142,EMMBI,Emmbi Industries,EQ,5,1,ES,E,NSE
13751,NAUKRI,Info Edge,EQ,5,1,ES,E,NSE
10243,SYNGENE,Syngene International,EQ,5,1,ES,E,NSE
13900,CREST,Crest Ventures,EQ,5,1,ES,E,NSE
9897,AIRAN,Airan,EQ,5,1,ES,E,NSE
1901,CUMMINSIND,Cummins India,EQ,5,1,ES,E,NSE
11703,ALKEM,Alkem Laboratories,EQ,5,1,ES,E,NSE
17032,THYROCARE,Thyrocare Technologies,EQ,5,1,ES,E,NSE
11220,VARDHACRLC,Vardhaman Acrylics,EQ,5,1,ES,E,NSE
21726,MATRIMONY,Matrimony.Com,EQ,5,1,ES,E,NSE
8591,AKSHOPTFBR,Aksh Optifibre,EQ,5,1,ES,E,NSE
5701,CUB,City Union Bank,EQ,5,1,ES,E,NSE
14597,ALPHAGEO,Alphageo,EQ,5,1,ES,E,NSE
2885,RELIANCE,Reliance Industries,EQ,5,1,ES,E,NSE
17641,SUNTECK,Sunteck Realty,EQ,5,1,ES,E,NSE
1168,GMBREW,G M Breweries,EQ,5,1,ES,E,NSE
14982,CENTUM,Centum Electronics,EQ,5,1,ES,E,NSE
25082,TREEHOUSE,Tree House Education & Ac,EQ,5,1,ES,E,NSE
881,DRREDDY,Dr. Reddys Laboratories,EQ,5,1,ES,E,NSE
3252,SPIC,Spic,EQ,5,1,ES,E,NSE
10447,MCDOWELL-N,United Spirits,EQ,5,1,ES,E,NSE
18931,SUNDARAM,Sundaram Multi Pap,EQ,5,1,ES,E,NSE
634,IGARASHI,Igarashi Motors India,EQ,5,1,ES,E,NSE
11050,SIRCA,Sirca Paint India,EQ,5,1,ES,E,NSE
2439,NKIND,Nk Industries,EQ,5,1,ES,E,NSE
11979,HTMEDIA,HT Media,EQ,5,1,ES,E,NSE
4587,RAMCOIND,Ramco Industries,EQ,5,1,ES,E,NSE
4487,ALKYLAMINE,Alkyl Amines Chem.,EQ,5,1,ES,E,NSE
3857,VARROC,Varroc Engineering,EQ,5,1,ES,E,NSE
15141,COLPAL,Colgate Palmolive,EQ,5,1,ES,E,NSE
18581,KIRLOSBROS,Kirloskar Brothers,EQ,5,1,ES,E,NSE
2454,CENTRUM,Centrum Capital,EQ,5,1,ES,E,NSE
2598,AMJLAND,Amj Land Holdings,EQ,5,1,ES,E,NSE
3918,NATCOPHARM,Natco Pharma,EQ,5,1,ES,E,NSE
3002,WONDERLA,Wonderla Holidays,EQ,5,1,ES,E,NSE
1406,HINDPETRO,Hindustan Petroleum,EQ,5,1,ES,E,NSE
11798,ALLSEC,Allsec Technologies,EQ,5,1,ES,E,NSE
13086,AIAENG,Aia Engineering,EQ,5,1,ES,E,NSE
206,ASHIMASYN,Ashima,EQ,5,1,ES,E,NSE
3273,SRF,SRF,EQ,5,1,ES,E,NSE
5748,CYIENT,Cyient,EQ,5,1,ES,E,NSE
4481,AARTIDRUGS,Aarti Drugs,EQ,5,1,ES,E,NSE
13404,SUNTV,Sun Tv Network,EQ,5,1,ES,E,NSE
21957,INDTERRAIN,Indian Terrain Fashions,EQ,5,1,ES,E,NSE
22233,DHUNINV,Dhunseri Investments,EQ,5,1,ES,E,NSE
7902,LFIC,Lakshmi Fin Ind Corp,EQ,5,1,ES,E,NSE
8652,VETO,Veto Switchgear Cable,EQ,5,1,ES,E,NSE
2794,RSWM,RSWM,EQ,5,1,ES,E,NSE
15119,EDELWEISS,Edelweiss Financial Services,EQ,5,1,ES,E,NSE
11039,DCMNVL,Dcm Nouvelle,EQ,5,1,ES,E,NSE
368,BASF,BASF India,EQ,5,1,ES,E,NSE
10074,EMAMIPAP,Emami Paper Mills,EQ,5,1,ES,E,NSE
14260,PGIL,Pearl Global Industries,EQ,5,1,ES,E,NSE
625,CENTURYTEX,Century Textiles,EQ,5,1,ES,E,NSE
2664,PIDILITIND,Pidilite Industries,EQ,5,1,ES,E,NSE
17722,DEN,Den Networks,EQ,5,1,ES,E,NSE
11573,FORCEMOT,Force Motors,EQ,5,1,ES,E,NSE
12716,TEAMLEASE,Teamlease Services,EQ,5,1,ES,E,NSE
13116,QUICKHEAL,Quick Heal Technologies,EQ,5,1,ES,E,NSE
13310,KEI,KEI Industries,EQ,5,1,ES,E,NSE
17541,DAMODARIND,Damodar Industries,EQ,5,1,ES,E,NSE
8736,PNBGILTS,PNB Gilts,EQ,5,1,ES,E,NSE
436,IFGLEXPOR,IFGL Refractories,EQ,5,1,ES,E,NSE
28906,MAYURUNIQ,Mayur Uniquoters,EQ,5,1,ES,E,NSE
3291,STARPAPER,Star Paper Mills,EQ,5,1,ES,E,NSE
4433,HITECHGEAR,The Hi-Tech Gears,EQ,5,1,ES,E,NSE
13035,SAFARI,Safari Industries,EQ,5,1,ES,E,NSE
14672,NAVINFLUOR,Navin Fluorine,EQ,5,1,ES,E,NSE
1482,IFBAGRO,IFB Agro Industries,EQ,5,1,ES,E,NSE
24924,ELGIRUBCO,Elgi Rubber Co.,EQ,5,1,ES,E,NSE
619,CENTENKA,Century Enka,EQ,5,1,ES,E,NSE
19277,EMAMIREAL,Emami Realty,EQ,5,1,ES,E,NSE
11856,SHAHALLOYS,Shah Alloys,EQ,5,1,ES,E,NSE
21314,DYNPRO,Dynemic Products,EQ,5,1,ES,E,NSE
9917,NEOGEN,NEOGEN CHEMICALS LIMITED,EQ,5,1,ES,E,NSE
10791,NUCLEUS,Nucleus Software Exports,EQ,5,1,ES,E,NSE
10217,ADANIENSOL,Adani Energy Solutions,EQ,5,1,ES,E,NSE
10276,KAYA,Kaya,EQ,5,1,ES,E,NSE
2294,MTNL,Mahanagar Telephone Nigam,EQ,5,1,ES,E,NSE
1621,TATAINVEST,Tata Investment Corp,EQ,5,1,ES,E,NSE
263,ATUL,Atul,EQ,5,1,ES,E,NSE
10188,SHYAMCENT,Shyam Century Ferrous,EQ,5,1,ES,E,NSE
1979,LAXMIMACH,Lakshmi Machine Works,EQ,5,1,ES,E,NSE
10999,MARUTI,Maruti Suzuki India,EQ,5,1,ES,E,NSE
13756,SHIVAMAUTO,Shivam Autotech,EQ,5,1,ES,E,NSE
10588,SHREEPUSHK,Shre Push Chem & Fert,EQ,5,1,ES,E,NSE
17388,ADANIPOWER,Adani Power,EQ,5,1,ES,E,NSE
20314,NRAIL,N R Agarwal Inds,EQ,5,1,ES,E,NSE
21828,TEXRAIL,Texmaco Rail & Engineering,EQ,5,1,ES,E,NSE
19531,BAJAJCON,Bajaj Consumer Care,EQ,5,1,ES,E,NSE
30089,ORIENTCEM,Orient Cement,EQ,5,1,ES,E,NSE
13925,NFL,National Fertilizers,EQ,5,1,ES,E,NSE
2031,M&M,Mahindra & Mahindra,EQ,5,1,ES,E,NSE
15360,NAHARCAP,Nahar Cap & Fin.,EQ,5,1,ES,E,NSE
404,BERGEPAINT,Berger Paints,EQ,5,1,ES,E,NSE
9354,TAJGVK,Taj Gvk Hotels & Resorts,EQ,5,1,ES,E,NSE
12603,PRECAM,Precision Camshafts,EQ,5,1,ES,E,NSE
7929,ZYDUSLIFE,Zydus life,EQ,5,1,ES,E,NSE
18944,KINGFA,Kingfa Sci & Tec Ind,EQ,5,1,ES,E,NSE
2739,PRSMJOHNSN,Prism Johnson,EQ,5,1,ES,E,NSE
20560,DOLLAR,Dollar Industries,EQ,5,1,ES,E,NSE
13791,PARSVNATH,Parsvnath Developer,EQ,5,1,ES,E,NSE
14435,JKTYRE,JK Tyre & Industries,EQ,5,1,ES,E,NSE
19036,PODDARMENT,Poddar Pigments,EQ,5,1,ES,E,NSE
1073,FOSECOIND,FOSECO,EQ,5,1,ES,E,NSE
7553,NRBBEARING,NRB Bearings,EQ,5,1,ES,E,NSE
11212,SHK,S H Kelkar And Company,EQ,5,1,ES,E,NSE
25017,BODALCHEM,Bodal Chemicals,EQ,5,1,ES,E,NSE
13710,FIEMIND,Fiem Industries,EQ,5,1,ES,E,NSE
29135,INDUSTOWER,Indus Towers Ltd,EQ,5,1,ES,E,NSE
19184,SFL,Sheela Foam,EQ,5,1,ES,E,NSE
13511,MUNJALAU,Munjal Auto Industries,EQ,5,1,ES,E,NSE
1808,KAJARIACER,Kajaria Ceramics,EQ,5,1,ES,E,NSE
15234,AMBIKCO,Ambika Cotton Mill,EQ,5,1,ES,E,NSE
24870,INVENTURE,INVENTURE GRO & SEC LTD,EQ,5,1,ES,E,NSE
21713,LASA,LASA SUPERGENERICS LTD,EQ,5,1,ES,E,NSE
1838,KARURVYSYA,Karur Vysya Bank,EQ,5,1,ES,E,NSE
312,TIINDIA,Tube Invest Of India,EQ,5,1,ES,E,NSE
1964,TRENT,Trent,EQ,5,1,ES,E,NSE
1597,INGERRAND,Ingersoll-Rand India,EQ,5,1,ES,E,NSE
21808,SBILIFE,SBI Life Insurance,EQ,5,1,ES,E,NSE
4184,SANGAMIND,Sangam,EQ,5,1,ES,E,NSE
13101,VIMTALABS,Vimta Labs,EQ,5,1,ES,E,NSE
13693,INFOMEDIA,Infomedia Press,EQ,5,1,ES,E,NSE
14068,SAGCEM,Sagar Cements,EQ,5,1,ES,E,NSE
15179,ECLERX,Eclerx Services,EQ,5,1,ES,E,NSE
8998,MRO-TEK,MRO-TEK REALTY LIMITED,EQ,5,1,ES,E,NSE
16589,VAISHALI,Vaishali Pharma,EQ,5,1,ES,E,NSE
1232,GRASIM,Grasim Industries,EQ,5,1,ES,E,NSE
19299,ITDC,ITDC,EQ,5,1,ES,E,NSE
772,DABUR,Dabur India,EQ,5,1,ES,E,NSE
1726,JBCHEPHARM,J.B.Chemicals & Pharma,EQ,5,1,ES,E,NSE
14361,APOLLOPIPE,Apollo Pipes,EQ,5,1,ES,E,NSE
11364,VAIBHAVGBL,Vaibhav Global,EQ,5,1,ES,E,NSE
13463,PIONEEREMB,Pioneer Embroideries,EQ,5,1,ES,E,NSE
11723,JSWSTEEL,JSW Steel,EQ,5,1,ES,E,NSE
3357,SUPERSPIN,Super Spinning Mills,EQ,5,1,ES,E,NSE
11427,NDTV,NDTV,EQ,5,1,ES,E,NSE
13182,ROHLTD,Royal Orchid Hotels,EQ,5,1,ES,E,NSE
805,DCM,DCM,EQ,5,1,ES,E,NSE
11677,INDOCO,Indoco Remedies,EQ,5,1,ES,E,NSE
14922,PURVA,Puravankara,EQ,5,1,ES,E,NSE
4594,KOTHARIPET,Kothari Petrochem,EQ,5,1,ES,E,NSE
14003,ZEEMEDIA,ZEE MEDIA CORPORATION LTD,EQ,5,1,ES,E,NSE
17927,BAYERCROP,Bayer Cropscience,EQ,5,1,ES,E,NSE
18479,ISFT,Intrasoft Technologies,EQ,5,1,ES,E,NSE
17438,OIL,Oil India,EQ,5,1,ES,E,NSE
199,MASFIN,Mas Financial Services,EQ,5,1,ES,E,NSE
17333,MHRIL,Mahindra Holidays,EQ,5,1,ES,E,NSE
2124,MASTEK,Mastek,EQ,5,1,ES,E,NSE
2493,ORIENTHOT,Orient Hotels,EQ,5,1,ES,E,NSE
25340,VASWANI,Vaswani Ind,EQ,5,1,ES,E,NSE
31234,SCHNEIDER,Schneider Electric Infra,EQ,5,1,ES,E,NSE
10238,CONFIPET,Confidence Petro Ind,EQ,5,1,ES,E,NSE
17632,COMPINFO,Compuage Infocom,EQ,5,1,ES,E,NSE
6198,FCL,Fineotex Chemical,EQ,5,1,ES,E,NSE
21017,FMNL,Future Mkt Networks,EQ,5,1,ES,E,NSE
10700,SURANAT&P,Surana Telecom And Pow Lt,EQ,5,1,ES,E,NSE
14278,ORIENTBELL,Orient Bell,EQ,5,1,ES,E,NSE
305,BAJAJHLDNG,Bajaj Holdings and Investments,EQ,5,1,ES,E,NSE
714,SHALBY,Shalby,EQ,5,1,ES,E,NSE
6216,CAMLINFINE,Camlin Fine,EQ,5,1,ES,E,NSE
7053,ACCELYA,Accelya Solutions India,EQ,5,1,ES,E,NSE
20296,SHAH,Gyscoal Alloys,EQ,5,1,ES,E,NSE
13740,SHYAMTEL,Shyam Telecom,EQ,5,1,ES,E,NSE
16783,GET&D,Ge T&D India,EQ,5,1,ES,E,NSE
17851,DLINKINDIA,D-Link,EQ,5,1,ES,E,NSE
467,HDFCLIFE,HDFC Life,EQ,5,1,ES,E,NSE
3745,WATERBASE,Waterbase,EQ,5,1,ES,E,NSE
1156,GLFL,GUJARAT LEASE FINANCING L,EQ,5,1,ES,E,NSE
2106,MANGLMCEM,Mangalam Cement,EQ,5,1,ES,E,NSE
15355,RECLTD,REC,EQ,5,1,ES,E,NSE
19142,UMESLTD,USHA MARTIN EDU & SOL LTD,EQ,5,1,ES,E,NSE
2421,NILKAMAL,Nilkamal,EQ,5,1,ES,E,NSE
3138,HONDAPOWER,Honda Siel Power Products,EQ,5,1,ES,E,NSE
11403,POONAWALLA,Poonawalla Fincorp,EQ,5,1,ES,E,NSE
21749,CAPACITE,Capacite Infraproject,EQ,5,1,ES,E,NSE
2256,PENINLAND,Peninsula Land,EQ,5,1,ES,E,NSE
5204,GMDCLTD,Gujarat Mineral Dev Corp,EQ,5,1,ES,E,NSE
30125,IBULHSGFIN,Indiabulls Housing Finance,EQ,5,1,ES,E,NSE
5622,ITDCEM,ITD Cementation India,EQ,5,1,ES,E,NSE
17130,PARAGMILK,Parag Milk Foods,EQ,5,1,ES,E,NSE
2687,POLYPLEX,Polyplex Corporation,EQ,5,1,ES,E,NSE
2837,RANASUG,RANA SUGARS LTD.,EQ,5,1,ES,E,NSE
2481,ONWARDTEC,Onward Technologies,EQ,5,1,ES,E,NSE
3724,VSTIND,VST Industries,EQ,5,1,ES,E,NSE
18391,RBLBANK,RBL Bank,EQ,5,1,ES,E,NSE
15288,HERCULES,Hercules Hoists,EQ,5,1,ES,E,NSE
14106,AUTOIND,Autoline Industries,EQ,5,1,ES,E,NSE
10932,RADAAN,Radaan Mediaworks (I),EQ,5,1,ES,E,NSE
8119,RPSGVENT, RPSG VENTURES,EQ,5,1,ES,E,NSE
15209,PPAP,PPAP Automotive,EQ,5,1,ES,E,NSE
15007,MANGCHEFER,Mangalore Chemicals & Fer,EQ,5,1,ES,E,NSE
3048,SCI,Shipping Corp Of India,EQ,5,1,ES,E,NSE
