"security_id","symbol","name","series","tick_size","lot_size","instrument_type","segment","exchange","upper_limit","lower_limit","expiry_date","strike_price","freeze_quantity"
"1138182","SENSEX-Jun2026-78300-PE","SENSEX 18 JUN 78300 PUT","","5.0000","20","OPTIDX","D","BSE","5000.1000","980.1000","2026-06-18 00:00:00","78300.0","1000"
"1136143","SENSEX-Jul2026-77000-PE","SENSEX 30 JUL 77000 PUT","","5.0000","20","OPTIDX","D","BSE","3737.8500","1011.2500","2026-07-30 00:00:00","77000.0","1000"
"1136187","SENSEX50-Jul2026-24650-CE","SENSEX50 30 JUL 24650 CALL","","5.0000","75","OPTIDX","D","BSE","1430.6500","261.8000","2026-07-30 00:00:00","24650.0","1800"
"1138208","SENSEX-Jul2026-76100-PE","SENSEX 30 JUL 76100 PUT","","5.0000","20","OPTIDX","D","BSE","3234.1000","846.4000","2026-07-30 00:00:00","76100.0","1000"
"1136193","BANKEX-Jul2026-56300-PE","BANKEX 30 JUL 56300 PUT","","5.0000","30","OPTIDX","D","BSE","496.9000","83.6000","2026-07-30 00:00:00","56300.0","900"
"1138220","SENSEX-Jul2026-78400-PE","SENSEX 30 JUL 78400 PUT","","5.0000","20","OPTIDX","D","BSE","5006.4500","1761.8500","2026-07-30 00:00:00","78400.0","1000"
"1136196","BANKEX-Jul2026-58600-PE","BANKEX 30 JUL 58600 PUT","","5.0000","30","OPTIDX","D","BSE","1226.2000","277.6500","2026-07-30 00:00:00","58600.0","900"
"1138268","SENSEX-Jun2026-70000-PE","SENSEX 18 JUN 70000 PUT","","5.0000","20","OPTIDX","D","BSE","154.8000","0.0500","2026-06-18 00:00:00","70000.0","1000"
"1138250","SENSEX50-Jul2026-26000-CE","SENSEX50 30 JUL 26000 CALL","","5.0000","75","OPTIDX","D","BSE","612.4500","0.0500","2026-07-30 00:00:00","26000.0","1800"
"1136260","SENSEX-Jul2026-71000-PE","SENSEX 30 JUL 71000 PUT","","5.0000","20","OPTIDX","D","BSE","792.9500","23.9500","2026-07-30 00:00:00","71000.0","1000"
"1138255","SENSEX-Jun2026-69900-CE","SENSEX 18 JUN 69900 CALL","","5.0000","20","OPTIDX","D","BSE","8491.7000","3188.1000","2026-06-18 00:00:00","69900.0","1000"
"1136265","SENSEX-Jul2026-73300-PE","SENSEX 30 JUL 73300 PUT","","5.0000","20","OPTIDX","D","BSE","1627.4000","228.0000","2026-07-30 00:00:00","73300.0","1000"
"1138273","BANKEX-Jul2026-68000-CE","BANKEX 30 JUL 68000 CALL","","5.0000","30","OPTIDX","D","BSE","511.5000","0.0500","2026-07-30 00:00:00","68000.0","900"
"1136315","BANKEX-Jul2026-54900-PE","BANKEX 30 JUL 54900 PUT","","5.0000","30","OPTIDX","D","BSE","253.5000","35.7500","2026-07-30 00:00:00","54900.0","900"
"1138284","SENSEX-Jun2026-72300-PE","SENSEX 18 JUN 72300 PUT","","5.0000","20","OPTIDX","D","BSE","629.6000","0.0500","2026-06-18 00:00:00","72300.0","1000"
"1136337","SENSEX-Jun2026-78500-CE","SENSEX 18 JUN 78500 CALL","","5.0000","20","OPTIDX","D","BSE","1079.4000","0.0500","2026-06-18 00:00:00","78500.0","1000"
"1138286","SENSEX-Jun2026-74600-PE","SENSEX 18 JUN 74600 PUT","","5.0000","20","OPTIDX","D","BSE","1756.7500","0.0500","2026-06-18 00:00:00","74600.0","1000"
